1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
23880.215,23857.832,21242.719,21858.03,20598.164,20289.424,20114.908,19969.008,19619.205,19766.23,19455.621,18950.94,19474.273,19058.207,19614.127,17654.87,17579.488,17667.271,18133.922,17672.883,17556.336,17301.623,16743.918,16988.559,16725.814,18669.395,18667.637,17476.34,17212.936,17593.707,16168.68,16711.943,16786.516,16553.793,14574.172,14483.479,14618.068,15881.294,16413.758,16247.026,17891.12,17759.725,18034.152,18426.545,20519.873,21146.5,21172.61,21249.555,20624.92,19624.312,19757.387,19440.68,18741.113,18262.498,18627.115,18354.191,18239.87,18017.678,18604.184,19802.76,19540.955,20204.2,20879.492,18575.58,17999.91,17943.48,17935.723,18032.121,17767.299,17693.139,17819.729,17509.645,17532.314,19863.17,20195.65,20227.426,20725.406,20764.045,20951.908,20783.117,20513.379,20165.98,20430.434,20411.232,20196.084,20379.121,20362.139,20387.193,20414.79,20396.139,20608.244,20597.08,20754.348,20589.27,21043.531,20889.885,20874.965,20510.637,20041.635,19719.95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7959117625386878,0.8149206076126205,0.8114149818507536,0.792649008074309,0.7860877720055651,0.7995737828204748,0.8061071707806091,0.7988750633929731,0.8034503249769154,0.7999358653806017,0.801384753272021,0.7961231193314904,0.7950998940391611,0.8082831216906164,0.8117498414262997,0.7962914272046847,0.7948949702965695,0.804713015663388,0.8024710365667875,0.8006627722381878,0.7948851889498151,0.8007232624792074,0.8107575277829475,0.8001035191877415,0.8036760279354171,0.810351724561578,0.8014163830966631,0.8061067893347081,0.8144617395080351,0.8273974559112617,0.8410974894590652,0.8308076409567018,0.816737417230013,0.8265928389601711,0.8171272470966441,0.8295173171385875,0.8444642844339805,0.835443408067124,0.8227146922140041,0.8132205525378218,0.8112674195089781,0.822823088227417,0.8319725620170217,0.8340245693338417,0.8374651363111936,0.8250593156503065,0.8106736364389828,0.8138128460508727,0.8228691245714262,0.8334549035090845,0.8210417610227762,0.8070549854603628,0.7945729398962676,0.7784459707975555,0.7818715271389443,0.7816623175599051,0.7868369611564343,0.7791126923507657,0.7680998770846911,0.7689407964137036,0.7715526098251597,0.7807609306802943,0.7886806986456081,0.806964971133287,0.8101167304342145,0.8134508991405486,0.811148692192124,0.8109510482839942,0.8152324730795438,0.8156033281816789,0.8258572607347144,0.8188776813967374,0.8191556939808502,0.8017895248141104,0.7937746349557446,0.7887328672723566,0.7860919148959301,0.7908640970351489,0.7972305865135513,0.7897111819709376,0.7853252007850082,0.7890935678413553,0.7957506977718468,0.8048155148008057,0.811798389876224,0.8256527758004504,0.8331690696991345,0.8400338649782062,0.8296846300686713,0.828833284904513,0.8258761116325598,0.8205710073034946,0.8120805760190228,0.8095675580311223,0.80398472883012,0.7864834885663406,0.7855437339308013,0.7803619555437225,0.7785154983162302,0.7715193501367544
0.7818630636410151,0.7857140643666127,0.824470126711739,0.8153668187599555,0.8266917698964736,0.838340525185561,0.8358556746104732,0.8421714840420552,0.8388075710257689,0.8501008851467203,0.857027168178317,0.8601735585616787,0.8564937409159485,0.8612706930929838,0.8553769626956536,0.8315532669763275,0.8440309504283864,0.8343293102754374,0.838645433369171,0.8379363406556835,0.8379077752639592,0.8491136374743832,0.8242470386210827,0.8240088929332421,0.8247217829023734,0.8402820683576531,0.8244401723944744,0.7627459500647487,0.7483457983637436,0.7401317005798959,0.674417687640177,0.6672893308015575,0.6862133548613363,0.6994170314168664,0.681059770192397,0.6712500964009913,0.673570680733377,0.7413147847138433,0.7608144231253693,0.7673144028309664,0.8376578040529635,0.84382784114684,0.8572789727342137,0.8539925659160188,0.8786555150719542,0.8863998233158032,0.8977844302465391,0.8971480744210382,0.8897095658249781,0.8170107607353468,0.8154638588607979,0.805630672834643,0.8042986543992805,0.795421388770339,0.796333029545601,0.7952718897194784,0.7895077261809915,0.7923175332332674,0.7894723456761467,0.8483934956273169,0.8448377397962918,0.8438037070826041,0.8343805160815132,0.8067340553671482,0.8070919124784963,0.8228576435332224,0.8291450050677515,0.8350861410508464,0.8406663416252964,0.8395642258613613,0.8406513205730114,0.8473759286379101,0.8487090862145108,0.8721729052469989,0.8715665372429282,0.8751445406326859,0.860914882225752,0.8542317288821506,0.8535134257993023,0.8611256260381254,0.8636846829563881,0.8681895176020544,0.8617884770812134,0.8684885659995605,0.8611198525232308,0.842769628399803,0.8466146929315069,0.8509110942088952,0.8452281543207636,0.8491854571738218,0.8413171721529469,0.8393529306183136,0.8535238736003985,0.845116943727804,0.8489712008288939,0.8570385585140162,0.8548199211560105,0.8575488473798378,0.8665551079687482,0.8561409237789803
0.7937881926129888,0.8111689943811848,0.8049731371077469,0.786020553456718,0.7796192284859321,0.7929241840247823,0.799487372661843,0.7913102594874406,0.7961330619259569,0.7927102150495815,0.7937580888458123,0.7878385891457569,0.7866084298370017,0.7997403743354431,0.802950595584831,0.7873875839351205,0.7852840810430823,0.7958838287815342,0.7936868530508759,0.7912327016621006,0.7851809650948098,0.7916845068413101,0.8032205729526462,0.7928948874742329,0.7962982410370131,0.803802265501463,0.7952987974158037,0.8006555686182839,0.8090065296240463,0.8223965892379266,0.8376958625248537,0.8274959718889081,0.8126317077548253,0.8221672113865427,0.8132694073962604,0.8246360685615951,0.8401498827010236,0.830565508285183,0.8173797603692547,0.8077614540167606,0.8039415581952316,0.8147651322283946,0.8233545150944244,0.8254187683018752,0.8285833798496032,0.8162842271466395,0.8012299059679062,0.8039892943767161,0.8134708519053472,0.8254056769534364,0.8134688059344282,0.80000763650482,0.7880130189957522,0.7715624337989162,0.7753278500590888,0.7755242463051786,0.7807586826569075,0.7734203541926098,0.7623557276575698,0.7621891742489335,0.7645054494527288,0.7739796709273439,0.7817749916837862,0.8003528196804316,0.8031223414477988,0.8063242487393529,0.8040471713416688,0.8037183408310884,0.808149391887393,0.8085075790451173,0.8189917064942909,0.8120955125373506,0.812838756896538,0.7958531937562091,0.7881437171187098,0.7827335865315076,0.7804131488235482,0.7847194496474884,0.7909132634051981,0.783834598505812,0.7798040652330291,0.7823988378222635,0.7893925687399888,0.797991361738511,0.8048088771892091,0.8194359064212022,0.8274820580582883,0.8352884717161965,0.825275053858126,0.8240396890908943,0.8206209372323972,0.8159485014585268,0.8069636514504801,0.8046801894607677,0.7987469431116698,0.781108952862431,0.7800457674579615,0.7745562036519091,0.772297041349096,0.7654007752886993
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00841504417268002,0.013581630349642104,0.011359126853369558,0.008519345140027168,0.014832750154238461,0.017332500894759573,0.01533289922045254,0.013416286817895973,0.01433584388257763,0.01562814881576786,0.01780978891094005,0.01593496725827963,0.015243555272197184,0.01749517668048739,0.014024672884687117,0.013622627875606063,0.01328909895814503,0.01328909895814503,0.014607632220943235,0.01188174289949524,0.00885859838705505,0.013067830661602465,0.016513445120525282,0.014261823712235078,0.013723690486926987,0.015125035963470524,0.015125035963470524,0.015125035963470524,0.011637272660669228,0.011637272660669228,0.015196264184870144,0.011852404431676788,0.012008236009608542,0.016029252112743465,0.02010106237200935,0.016118636444810354,0.01846582365888878,0.021342500019659115,0.021342500019659115,0.024362565094781453,0.020803573570580536,0.02018022743273722,0.016578781395882647,0.012557765292747724,0.008647733563379934,0.008647733563379934,0.006300546349301506,0.003428336273614896,0.004560803105245537,0.0022821341966633214,0.0022821341966633214,0.005238700949033071,0.00907822215879559,0.00907822215879559,0.01168516895658529,0.015103137352612617,0.016238611038095475,0.017119717423972246,0.016999704186373865,0.019796559502722567,0.019796559502722567,0.016597966366842076,0.014129503580703773,0.014129503580703773,0.015521920107363751,0.014027487681795136,0.017222301687047102,0.016336729016086605,0.018138955186774285,0.014600703703885465,0.014600703703885465,0.01764138784177378,0.016270329418149564,0.01913668713641057,0.017841459628694434,0.015917923658235723,0.01361311634100577,0.01361311634100577,0.01079843657628583,0.014792782386660708,0.01682191140549163,0.013781227267603313,0.016435729517278654,0.016232139205414685,0.017115460807230764,0.020004874191413967,0.02257350113155061,0.02659204987438928,0.029430868526636633,0.030023588240334666,0.027994459221503742,0.029502869370078687,0.027376427900806632,0.02609547772059049,0.022346241772142773,0.023216705630429768,0.019759358306763185,0.020296089900315995,0.02030884800480699,0.018950032367387327
-0.1411543883224775,-0.13408688442477468,-0.13598209242543824,-0.13786785701493232,-0.13180157520942792,-0.13078510772826638,-0.13026804460855157,-0.13141028332678328,-0.130320584822708,-0.13231824926331653,-0.13006749479415064,-0.13102105256210522,-0.13247938525214345,-0.12989112884113094,-0.13226163383977915,-0.12677544316444606,-0.12851809050835322,-0.12918831504857692,-0.12971197939731952,-0.13098194863342538,-0.1336092610112753,-0.13266907543261414,-0.1252324298328431,-0.12877414456108482,-0.12928316731168019,-0.13379255984731725,-0.13294283529269801,-0.12067451547698527,-0.12056126044022175,-0.12015793772550669,-0.10566594098457491,-0.10819003018013831,-0.10953455576328378,-0.10676429036263393,-0.09928654024640701,-0.1008587489158252,-0.09973645972589287,-0.10946549424779022,-0.11505494891167105,-0.11131560018615475,-0.12713586224795223,-0.12678472895948872,-0.1332598986418346,-0.13971953607634857,-0.1486103526120953,-0.15047269552188905,-0.15594572058004202,-0.1575968655719458,-0.1517295447782474,-0.14139640519261282,-0.14323247190163038,-0.13923459966713106,-0.135314221841882,-0.13073197435597414,-0.129577920148863,-0.12480944502080593,-0.1197103697443735,-0.12118010365980406,-0.12211456614304757,-0.13085908854411032,-0.1275441247499213,-0.13229177914284343,-0.13305071292524867,-0.12757884568450617,-0.12546728942460436,-0.12898808044941087,-0.1280574346109363,-0.1296677264496692,-0.12879935136517667,-0.1341782308563003,-0.137221559318711,-0.13460675063034283,-0.13798388074178858,-0.14008929256537855,-0.1426011989376005,-0.14546099886221545,-0.14557305497892745,-0.14378059130663842,-0.14939067314589333,-0.14503846853371938,-0.14215059012235381,-0.1450268167136171,-0.1410691912284306,-0.14224293298217755,-0.13804974690398258,-0.1335715567984465,-0.13267606236064192,-0.13141523555274714,-0.1251809424968709,-0.12528616909090529,-0.12489079559999645,-0.12313576610928259,-0.12721670202579505,-0.126937960212756,-0.1329226288409612,-0.13243135856955277,-0.1352978435595186,-0.1335447752146921,-0.13449791528987456,-0.13353093681538059
